date,partner,imports,exports,total
2021-07,Thailand,354650662,52101195,406751857
2021-07,Peru,290270464,115395912,405666376
2021-07,Australia,195841000,157622290,353463290
2021-08,United States of America,25564102947,41300309224,66864412171
2021-08,China,7626137508,2125312463,9751449971
2021-08,Mexico,2850526182,566394405,3416920587
2021-08,Japan,1085526336,1364342550,2449868886
2021-08,Germany,1500674067,717111847,2217785914
2021-08,United Kingdom,632620435,999745173,1632365608
2021-08,"Korea, South",892863646,614691923,1507555569
2021-08,Viet Nam,1060095423,51661047,1111756470
2021-08,Italy,872182024,171779801,1043961825
2021-08,France,518488352,381440226,899928578
2021-08,Taiwan,684020768,213305605,897326373
2021-08,Belgium,432947590,369935605,802883195
2021-08,Brazil,568055744,230179273,798235017
2021-08,India,517776626,261154093,778930719
2021-08,Netherlands,397688213,380485388,778173601
2021-08,Switzerland,446266613,309464475,755731088
2021-08,Spain,233129688,250972950,484102638
2021-08,Thailand,352640125,91693445,444333570
2021-08,Peru,290540489,131129390,421669879
2021-08,Australia,149517928,186703974,336221902
2021-09,United States of America,24146957531,40093614852,64240572383
2021-09,China,8196256274,2236414931,10432671205
2021-09,Mexico,2642277628,611441196,3253718824
2021-09,Japan,1326622806,1317002131,2643624937
2021-09,Germany,1462340402,766968350,2229308752
2021-09,United Kingdom,662121240,1440349382,2102470622
2021-09,"Korea, South",921839641,490007030,1411846671
2021-09,Italy,941664469,275070298,1216734767
2021-09,Viet Nam,928496995,65505208,994002203
2021-09,Taiwan,785165574,202275874,987441448
2021-09,France,593769682,349039506,942809188
2021-09,India,499131680,345291089,844422769
2021-09,Belgium,450336463,340739751,791076214
2021-09,Brazil,558258176,182584389,740842565
2021-09,Netherlands,360328187,285983185,646311372
2021-09,Switzerland,416886862,195289763,612176625
2021-09,Peru,307220731,100705588,407926319
2021-09,Thailand,349426034,43391308,392817342
2021-09,Spain,246716421,136446242,383162663
2021-09,Australia,124163105,194749965,318913070
2021-10,United States of America,26178557335,41526963106,67705520441
2021-10,China,8548897495,2810845636,11359743131
2021-10,Mexico,3043965345,733517749,3777483094
2021-10,Japan,1088185064,1291043635,2379228699
2021-10,Germany,1539969775,519976640,2059946415
2021-10,United Kingdom,629899186,1110026453,1739925639
2021-10,"Korea, South",749827302,627768308,1377595610
2021-10,Italy,880337233,259424735,1139761968
2021-10,Brazil,781067324,226390537,1007457861
2021-10,Taiwan,710690714,255538026,966228740
2021-10,France,593360825,310391112,903751937
2021-10,Netherlands,376354561,503956011,880310572
2021-10,India,573165931,288776964,861942895
2021-10,Viet Nam,817642110,39175501,856817611
2021-10,Belgium,364623409,391766338,756389747
2021-10,Switzerland,475018230,203497348,678515578
2021-10,Spain,317508858,229115131,546623989
2021-10,Peru,429558266,48493761,478052027
2021-10,Australia,218031541,231056100,449087641
2021-10,Thailand,386819749,53557613,440377362
2021-11,United States of America,27258887530,45516636385,72775523915
2021-11,China,7884023758,2326018083,10210041841
2021-11,Mexico,3008165254,727981588,3736146842
2021-11,Japan,1351976333,1244462337,2596438670
2021-11,Germany,1648863093,572407924,2221271017
2021-11,United Kingdom,653477406,1352355027,2005832433
2021-11,"Korea, South",909717342,750437566,1660154908
2021-11,Italy,933429895,258143935,1191573830
2021-11,France,618351662,362965614,981317276
2021-11,Brazil,752563699,171315857,923879556
2021-11,Switzerland,564289024,272715177,837004201
2021-11,Viet Nam,777525093,51223243,828748336
2021-11,Taiwan,662332400,140864934,803197334
2021-11,India,558494927,234942823,793437750
2021-11,Belgium,331196685,355722446,686919131
2021-11,Netherlands,245833553,393369457,639203010
2021-11,Spain,322289081,220678716,542967797
2021-11,Thailand,348815370,97691392,446506762
2021-11,Peru,347579397,89982198,437561595
2021-11,Australia,147555414,168799656,316355070
2021-12,United States of America,27026443109,44836243876,71862686985
2021-12,China,8143016255,2227084245,10370100500
2021-12,Mexico,3260859411,677725529,3938584940
2021-12,Japan,1285848545,1185981076,2471829621
2021-12,Germany,1771690380,573454871,2345145251
2021-12,United Kingdom,567450086,1379568041,1947018127
2021-12,"Korea, South",983148635,336940317,1320088952
2021-12,France,615675413,568527900,1184203313
2021-12,Italy,908340704,241533357,1149874061
2021-12,Brazil,813772763,258998906,1072771669
2021-12,Taiwan,859481315,166832887,1026314202
2021-12,Viet Nam,926698140,52666672,979364812
2021-12,India,578900161,343867729,922767890
2021-12,Switzerland,642398463,263836753,906235216
2021-12,Netherlands,349069275,422852548,771921823
2021-12,Belgium,322796394,433930934,756727328
2021-12,Spain,256380143,269721969,526102112
2021-12,Australia,185299176,295044166,480343342
2021-12,Peru,405110140,73398427,478508567
2021-12,Thailand,410637560,61271570,471909130
2022-01,United States of America,24104903661,42747424633,66852328294
2022-01,China,6740047362,1776517314,8516564676
2022-01,Mexico,2760526369,790876852,3551403221
2022-01,Japan,1063282368,1329103502,2392385870
2022-01,United Kingdom,548858722,1594835702,2143694424
2022-01,"Korea, South",1003575486,705906513,1709481999
2022-01,Germany,1278652695,419513178,1698165873
2022-01,Italy,780612663,187621772,968234435
2022-01,Netherlands,224214446,719470832,943685278
2022-01,Belgium,505180918,383825429,889006347
2022-01,Viet Nam,799052485,78912104,877964589
2022-01,Taiwan,663209602,175999413,839209015
2022-01,India,539886564,200385532,740272096
2022-01,Brazil,576015733,138649360,714665093
2022-01,France,518209131,182633882,700843013
2022-01,Switzerland,392476858,167347654,559824512
2022-01,Spain,275510601,157464584,432975185
2022-01,Peru,314612869,85367440,399980309
2022-01,Thailand,332566928,53629982,386196910
2022-01,Australia,149559502,201740189,351299691
2022-02,United States of America,25159074921,41538814354,66697889275
2022-02,China,6846417464,1733761343,8580178807
2022-02,Mexico,3135859416,649363428,3785222844
2022-02,United Kingdom,574580159,2117850854,2692431013
2022-02,Japan,1319032736,1345522993,2664555729
2022-02,Germany,1469870364,496415684,1966286048
2022-02,"Korea, South",942556566,685996412,1628552978
2022-02,Italy,764897227,294457162,1059354389
2022-02,India,524522269,420957998,945480267
2022-02,Taiwan,640434136,291278338,931712474
2022-02,Netherlands,300382862,562779634,863162496
2022-02,Switzerland,578943230,209897096,788840326
2022-02,Viet Nam,709111740,58328942,767440682
2022-02,Brazil,504122261,257936277,762058538
2022-02,France,494811929,260342565,755154494
2022-02,Belgium,413841203,339923536,753764739
2022-02,Thailand,312814745,110130335,422945080
2022-02,Peru,317562524,99633714,417196238
2022-02,Spain,209051905,169717854,378769759
2022-02,Australia,181873869,168632144,350506013
2022-03,United States of America,32198146459,53144746022,85342892481
2022-03,China,8776070029,2287109278,11063179307
2022-03,Mexico,3870912733,771987002,4642899735
2022-03,Japan,1696729140,1607880369,3304609509
2022-03,Germany,2017416473,730846200,2748262673
2022-03,United Kingdom,742735686,1784226135,2526961821
2022-03,"Korea, South",1211998487,938041043,2150039530
2022-03,Switzerland,1073271975,234330037,1307602012
2022-03,India,671890744,500146223,1172036967
2022-03,Italy,1007882116,160195431,1168077547
2022-03,Brazil,730649892,425082921,1155732813
2022-03,France,643273497,411147210,1054420707
2022-03,Taiwan,835249052,217931806,1053180858
2022-03,Viet Nam,858565055,59732260,918297315
2022-03,Spain,365401872,423295691,788697563
2022-03,Netherlands,383140136,401132921,784273057
2022-03,Belgium,361978876,390176958,752155834
2022-03,Thailand,387641438,112219620,499861058
2022-03,Peru,340081258,128336710,468417968
2022-03,Australia,188192759,157488137,345680896
2022-04,United States of America,31173346353,50312943956,81486290309
2022-04,China,8175394349,1980580154,10155974503
2022-04,Mexico,3647567878,765988682,4413556560
2022-04,Japan,1588365078,1385903801,2974268879
2022-04,Germany,1904061038,659534106,2563595144
2022-04,"Korea, South",1401699813,786976535,2188676348
2022-04,United Kingdom,634309929,1147883299,1782193228
2022-04,India,698988395,530186906,1229175301
2022-04,Viet Nam,1155234506,64484943,1219719449
2022-04,Taiwan,825627214,311592529,1137219743
2022-04,Italy,991171365,135627185,1126798550
2022-04,Netherlands,513501738,479846816,993348554
2022-04,France,685382322,222627814,908010136
2022-04,Brazil,585891375,305244670,891136045
2022-04,Switzerland,592064757,248816945,840881702
2022-04,Belgium,385086461,376079268,761165729
2022-04,Thailand,483861943,124582290,608444233
2022-04,Spain,291990650,295341294,587331944
2022-04,Australia,242982323,215758245,458740568
2022-04,Peru,354908742,27812043,382720785
2022-05,United States of America,31305065487,54873747301,86178812788
2022-05,China,8176671651,2112193273,10288864924
2022-05,United Kingdom,761299689,4288132781,5049432470
2022-05,Mexico,3383697865,660865807,4044563672
2022-05,Japan,1249557304,1784958310,3034515614
2022-05,Germany,2167494638,568187032,2735681670
2022-05,"Korea, South",1269018122,824529675,2093547797
2022-05,Italy,1061787993,244222420,1306010413
2022-05,Brazil,649098833,605978873,1255077706
2022-05,Switzerland,1019007861,221099601,1240107462
2022-05,Viet Nam,1055053934,92623677,1147677611
2022-05,Netherlands,597167522,503536838,1100704360
2022-05,Taiwan,881768913,204656130,1086425043
2022-05,India,685861532,391114820,1076976352
2022-05,Belgium,460296235,598383708,1058679943
2022-05,France,659042008,297316573,956358581
2022-05,Spain,293748470,311746536,605495006
2022-05,Thailand,428580477,147627889,576208366
2022-05,Peru,303448680,194804057,498252737
2022-05,Australia,186169197,267818667,453987864
2022-06,United States of America,33849165104,55590657784,89439822888
2022-06,China,8405225866,2432802144,10838028010
2022-06,Mexico,3468737745,777402589,4246140334
2022-06,Japan,1608561272,1643005586,3251566858
2022-06,United Kingdom,941071384,2092646611,3033717995
2022-06,Germany,1928495664,607258214,2535753878
2022-06,"Korea, South",1120943511,760752772,1881696283
2022-06,Netherlands,726395041,709753562,1436148603
2022-06,Italy,1121856478,163675805,1285532283
2022-06,Viet Nam,1127379507,100057019,1227436526
2022-06,Brazil,714797959,497844764,1212642723
2022-06,Taiwan,899036220,271588460,1170624680
2022-06,India,810500760,341477407,1151978167
2022-06,France,635261535,445599301,1080860836
2022-06,Switzerland,677469077,327277267,1004746344
2022-06,Australia,337772116,549732710,887504826
2022-06,Belgium,372382695,298057312,670440007
2022-06,Peru,299521203,252767454,552288657
2022-06,Spain,398558484,119001690,517560174
2022-06,Thailand,413012785,92279538,505292323
2022-07,United States of America,30562321900,51140652071,81702973971
2022-07,China,8527748390,1940213324,10467961714
2022-07,Mexico,3441606718,696851134,4138457852
2022-07,Japan,1464755770,1671855583,3136611353
2022-07,United Kingdom,714375332,1772249437,2486624769
2022-07,Germany,1867338023,520890937,2388228960
2022-07,"Korea, South",1149192794,1012960062,2162152856
2022-07,Brazil,774519095,431772284,1206291379
2022-07,Viet Nam,1069931717,92202999,1162134716
2022-07,France,816211037,344026398,1160237435
2022-07,Italy,961604829,156614460,1118219289
2022-07,Netherlands,606331041,462710407,1069041448
2022-07,Taiwan,818783542,237687201,1056470743
2022-07,India,716440185,293335783,1009775968
2022-07,Belgium,339133830,438035235,777169065
2022-07,Switzerland,497009660,209221839,706231499
2022-07,Australia,236030334,392085827,628116161
2022-07,Spain,336539172,253642114,590181286
2022-07,Thailand,447092636,118013136,565105772
2022-07,Peru,336635589,98021595,434657184
2022-08,United States of America,32858039007,52876184866,85734223873
2022-08,China,9668251369,2236398044,11904649413
2022-08,Mexico,3420320911,651217783,4071538694
2022-08,Japan,1594535692,1347607886,2942143578
2022-08,Germany,1988651559,869594233,2858245792
2022-08,United Kingdom,721148396,1618465046,2339613442
2022-08,"Korea, South",1041298645,574276471,1615575116
2022-08,Viet Nam,1429860419,91561899,1521422318
2022-08,Italy,1087440485,234305477,1321745962
2022-08,Switzerland,661269598,528428104,1189697702
2022-08,India,714849843,428079427,1142929270
2022-08,Brazil,600079523,463355717,1063435240
2022-08,Taiwan,812185293,221942002,1034127295
2022-08,Netherlands,556030232,420102351,976132583
2022-08,France,628902142,273375493,902277635
2022-08,Belgium,331260055,452523243,783783298
2022-08,Spain,335299610,263883344,599182954
2022-08,Thailand,482024036,82430509,564454545
2022-08,Peru,347878500,168914433,516792933
2022-08,Australia,149809400,206837815,356647215
2022-09,United States of America,32049624225,50409093393,82458717618
2022-09,China,9886186965,2624130079,12510317044
2022-09,Mexico,3585371243,773161525,4358532768
2022-09,Japan,1305892625,1582338687,2888231312
2022-09,Germany,1927262119,724558647,2651820766
2022-09,United Kingdom,704958447,1766619808,2471578255
2022-09,"Korea, South",1065581850,476896287,1542478137
2022-09,Viet Nam,1292942467,60385517,1353327984
2022-09,Italy,1099926354,227226266,1327152620
2022-09,India,792605217,497382362,1289987579
2022-09,France,623765076,405958218,1029723294
2022-09,Netherlands,416153151,570144044,986297195
2022-09,Brazil,725341513,258829708,984171221
2022-09,Switzerland,457250354,509531339,966781693
2022-09,Taiwan,829101851,126793546,955895397
2022-09,Belgium,289118709,392281294,681400003
2022-09,Thailand,512982958,105240886,618223844
2022-09,Spain,292181086,215419887,507600973
2022-09,Australia,181299506,262077423,443376929
2022-09,Peru,337483305,98436483,435919788
2022-10,United States of America,32347610067,50195055013,82542665080
2022-10,China,9433660047,3581258283,13014918330
2022-10,Mexico,3672659131,819810539,4492469670
2022-10,Japan,1445230741,1636374599,3081605340
2022-10,Germany,1947993305,741531174,2689524479
2022-10,"Korea, South",1164231845,712796338,1877028183
2022-10,United Kingdom,746700096,1035980508,1782680604
2022-10,Viet Nam,1381231714,65249182,1446480896
2022-10,Italy,1055003523,371678530,1426682053
2022-10,India,811533919,509890149,1321424068
2022-10,France,799265005,366098466,1165363471
2022-10,Brazil,804052060,221402050,1025454110
2022-10,Netherlands,445118335,546021913,991140248
2022-10,Taiwan,789176086,142461715,931637801
2022-10,Belgium,460784369,424404654,885189023
2022-10,Switzerland,509670218,362370991,872041209
2022-10,Thailand,495933162,71870797,567803959
2022-10,Peru,370717805,188608589,559326394
2022-10,Australia,255460149,257903100,513363249
2022-10,Spain,316967219,161686276,478653495
2022-11,United States of America,31408641130,47846370751,79255011881
2022-11,China,8111063917,3243885904,11354949821
2022-11,Mexico,3681812996,865332007,4547145003
2022-11,Germany,2000619719,722715189,2723334908
2022-11,United Kingdom,707718763,2002269218,2709987981
2022-11,Japan,1386830571,1274503752,2661334323
2022-11,"Korea, South",1107741224,549920856,1657662080
2022-11,Italy,1157456758,383379118,1540835876
2022-11,Viet Nam,1161622369,97640832,1259263201
2022-11,India,694075087,469586846,1163661933
2022-11,Brazil,790451989,257961477,1048413466
2022-11,France,651905307,382721865,1034627172
2022-11,Taiwan,812371622,172701324,985072946
2022-11,Switzerland,589165339,301476910,890642249
2022-11,Netherlands,366080180,451364228,817444408
2022-11,Spain,357361210,267972965,625334175
2022-11,Australia,343865598,279128955,622994553
2022-11,Belgium,286056259,302654695,588710954
2022-11,Thailand,482634513,82814533,565449046
2022-11,Peru,449727140,104447397,554174537
2022-12,United States of America,29412222995,48696915902,78109138897
2022-12,China,7545384742,2778684294,10324069036
2022-12,Mexico,3348516351,879836368,4228352719
2022-12,Japan,1376947342,1392828536,2769775878
2022-12,Germany,2001324700,545612499,2546937199
2022-12,United Kingdom,885723124,1453093061,2338816185
2022-12,"Korea, South",867506475,628773217,1496279692
2022-12,India,683757525,782572658,1466330183
2022-12,Italy,1041068266,303864352,1344932618
2022-12,Brazil,1049197401,188041546,1237238947
2022-12,France,644623821,361370104,1005993925
2022-12,Netherlands,272129561,680629135,952758696
2022-12,Viet Nam,822813180,42185385,864998565
2022-12,Taiwan,649426519,205666237,855092756
2022-12,Switzerland,398267587,450347330,848614917
2022-12,Belgium,328194863,448916128,777110991
2022-12,Spain,290479186,411134175,701613361
2022-12,Thailand,426949516,129421487,556371003
2022-12,Peru,413811366,87287508,501098874
2022-12,Australia,204671523,208655824,413327347
2023-01,United States of America,28972435146,49719300025,78691735171
2023-01,China,7651586547,2631776888,10283363435
2023-01,Mexico,3516868365,712230338,4229098703
2023-01,Japan,1339883274,1408867984,2748751258
2023-01,Germany,1891100933,689190748,2580291681
2023-01,United Kingdom,745795777,1687629801,2433425578
2023-01,"Korea, South",998807803,564203279,1563011082
2023-01,Italy,1126106898,229679789,1355786687
2023-01,Switzerland,586954888,557346072,1144300960
2023-01,Viet Nam,1022347967,39640399,1061988366
2023-01,Brazil,705167496,297449578,1002617074
2023-01,France,648272217,327086822,975359039
2023-01,Belgium,519668278,426556335,946224613
2023-01,India,608841125,285737569,894578694
2023-01,Taiwan,710949821,179432979,890382800
2023-01,Netherlands,349472412,531243275,880715687
2023-01,Peru,346503921,178650099,525154020
2023-01,Thailand,374615044,75776149,450391193
2023-01,Australia,209384190,235834036,445218226
2023-01,Spain,274073481,151981828,426055309
2023-02,United States of America,28696093114,44672306818,73368399932
2023-02,China,6535516527,2567067106,9102583633
2023-02,Mexico,3423604259,709267868,4132872127
2023-02,Japan,1445303341,1385132976,2830436317
2023-02,Germany,1931038979,521148383,2452187362
2023-02,United Kingdom,693372405,1215726888,1909099293
2023-02,"Korea, South",1016627115,533818476,1550445591
2023-02,Italy,877848844,220609443,1098458287
2023-02,Viet Nam,967154944,70946818,1038101762
2023-02,Switzerland,473826452,489873157,963699609
2023-02,France,547001342,410736420,957737762
2023-02,Brazil,530233864,426884100,957117964
2023-02,India,570807079,249302638,820109717
2023-02,Spain,536051244,248614761,784666005
2023-02,Taiwan,642737884,140956907,783694791
2023-02,Netherlands,252878727,399095784,651974511
2023-02,Belgium,267791973,379730699,647522672
2023-02,Australia,270854076,200271653,471125729
2023-02,Peru,362932163,94689870,457622033
2023-02,Thailand,365028851,85222764,450251615
2023-03,United States of America,34161250506,52415978015,86577228521
2023-03,China,7264811160,3145055535,10409866695
2023-03,Mexico,4230026251,813738356,5043764607
2023-03,Japan,1773831219,1659341012,3433172231
2023-03,Germany,2126975926,667420395,2794396321
2023-03,United Kingdom,856349368,1751853497,2608202865
2023-03,"Korea, South",1171215630,583570933,1754786563
2023-03,Italy,1189788987,188490489,1378279476
2023-03,Brazil,731407590,566868224,1298275814
2023-03,Switzerland,951395159,333595035,1284990194
2023-03,India,675641116,464438274,1140079390
2023-03,France,703062236,339109065,1042171301
2023-03,Viet Nam,954327485,57328679,1011656164
2023-03,Taiwan,795181969,212605061,1007787030
2023-03,Netherlands,258691905,578128493,836820398
2023-03,Belgium,298971024,432783143,731754167
2023-03,Spain,406216132,236727049,642943181
2023-03,Thailand,434218114,135319646,569537760
2023-03,Australia,195695959,346689252,542385211
2023-03,Peru,316775754,167241054,484016808
2023-04,United States of America,30835045868,47537900877,78372946745
2023-04,China,6523073435,2273095332,8796168767
2023-04,Mexico,3712102650,651082289,4363184939
2023-04,Japan,1758191531,1277797064,3035988595
2023-04,Germany,2140900339,506134201,2647034540
2023-04,"Korea, South",1101663149,763593471,1865256620
2023-04,United Kingdom,771937889,947310957,1719248846
2023-04,Italy,969100230,209413723,1178513953
2023-04,India,601055394,558994029,1160049423
2023-04,Viet Nam,988611573,85876043,1074487616
2023-04,Switzerland,730058419,332042567,1062100986
2023-04,Brazil,600828171,397947501,998775672
2023-04,Netherlands,381654239,607327341,988981580
2023-04,France,618230641,363786522,982017163
2023-04,Taiwan,672223134,198293404,870516538
2023-04,Belgium,403858510,360554972,764413482
2023-04,Spain,294041852,255508338,549550190
2023-04,Thailand,401060741,76165194,477225935
2023-04,Peru,373706339,89259094,462965433
2023-04,Australia,232936661,189998288,422934949
2023-05,United States of America,33271148875,51873464492,85144613367
2023-05,China,7673657468,2342269226,10015926694
2023-05,Mexico,4082206229,822011641,4904217870
2023-05,Japan,1783261432,1399387877,3182649309
2023-05,Germany,2248297228,759558882,3007856110
2023-05,"Korea, South",1174827126,641678726,1816505852
2023-05,United Kingdom,907083583,709730205,1616813788
2023-05,Italy,1139226720,116047057,1255273777
2023-05,India,713766860,512929874,1226696734
2023-05,France,828393940,348565347,1176959287
2023-05,Viet Nam,1092830169,46958630,1139788799
2023-05,Brazil,810074951,329380397,1139455348
2023-05,Netherlands,401015115,717116945,1118132060
2023-05,Taiwan,819659756,164104622,983764378
2023-05,Switzerland,690704251,186283368,876987619
2023-05,Belgium,403910057,345340124,749250181
2023-05,Australia,357403320,363848292,721251612
2023-05,Spain,297478369,207389403,504867772
2023-05,Thailand,380678530,95492575,476171105
2023-05,Peru,356135172,119820107,475955279
2023-06,United States of America,32892791341,48955277313,81848068654
2023-06,China,7712377479,1909087956,9621465435
2023-06,Mexico,3968378251,739336949,4707715200
2023-06,Japan,1891558727,1364565101,3256123828
2023-06,Germany,2432639537,545505474,2978145011
2023-06,"Korea, South",1109671930,549861882,1659533812
2023-06,United Kingdom,834659307,815178392,1649837699
2023-06,Italy,1052293172,281813860,1334107032
2023-06,Switzerland,916667998,408766667,1325434665
2023-06,France,882934578,377932584,1260867162
2023-06,Viet Nam,1196539573,59385104,1255924677
2023-06,Brazil,752212299,396005388,1148217687
2023-06,Netherlands,462112056,671348049,1133460105
2023-06,India,617816667,418383739,1036200406
2023-06,Taiwan,735437893,176819980,912257873
2023-06,Australia,501717734,282528385,784246119
2023-06,Belgium,384699835,301011438,685711273
2023-06,Thailand,396193884,122645605,518839489
2023-06,Spain,286203515,184940204,471143719
2023-06,Peru,366145558,93167321,459312879
2023-07,United States of America,29556622669,46616372964,76172995633
2023-07,China,6362339644,2036751513,8399091157
2023-07,Mexico,3780159037,694553014,4474712051
2023-07,Germany,2201856112,526307329,2728163441
2023-07,Japan,1543966322,1062066050,2606032372
2023-07,United Kingdom,808634357,1116428528,1925062885
2023-07,"Korea, South",1016928886,377923653,1394852539
2023-07,France,855935269,447839855,1303775124
2023-07,Italy,1152406923,96055632,1248462555
2023-07,Viet Nam,1118199581,62599617,1180799198
2023-07,Switzerland,672895548,381897471,1054793019
2023-07,Brazil,734170085,285241878,1019411963
2023-07,Netherlands,432935310,504291329,937226639
2023-07,India,555908488,332416945,888325433
2023-07,Taiwan,614679708,128225296,742905004
2023-07,Belgium,408835181,324372968,733208149
2023-07,Peru,308122000,164968244,473090244
2023-07,Spain,349081861,119896704,468978565
2023-07,Thailand,354675546,62057398,416732944
2023-07,Australia,166098300,241276079,407374379
2023-08,United States of America,33544799293,51635337307,85180136600
2023-08,China,8030064267,2111512874,10141577141
2023-08,Mexico,3872703196,794890634,4667593830
2023-08,Japan,1746612331,1358489912,3105102243
2023-08,Germany,2111380026,782634362,2894014388
2023-08,United Kingdom,833159125,1210776601,2043935726
2023-08,"Korea, South",1346267513,485818379,1832085892
2023-08,Italy,1291873517,205690835,1497564352
2023-08,Brazil,866441012,369767552,1236208564
2023-08,Viet Nam,1146184065,66908272,1213092337
2023-08,Netherlands,463870197,663042901,1126913098
2023-08,Switzerland,740774107,374446770,1115220877
2023-08,France,849028507,237876985,1086905492
2023-08,India,616262053,302774496,919036549
2023-08,Taiwan,677314789,199572020,876886809
2023-08,Belgium,409676273,365732042,775408315
2023-08,Australia,299282227,253040365,552322592
2023-08,Thailand,433824856,85549515,519374371
2023-08,Spain,319884011,141046936,460930947
2023-08,Peru,375844241,23790516,399634757
2023-09,United States of America,31972288244,50047492771,82019781015
2023-09,China,8464170691,2616971898,11081142589
2023-09,Mexico,3952485887,831553130,4784039017
2023-09,Japan,1946552124,1162486190,3109038314
2023-09,Germany,1940272606,571054233,2511326839
2023-09,"Korea, South",1298163679,597635644,1895799323
2023-09,United Kingdom,762030931,1079970570,1842001501
2023-09,Brazil,966411896,247278758,1213690654
2023-09,Viet Nam,1125088347,61588729,1186677076
2023-09,India,734437452,449394033,1183831485
2023-09,France,618985337,490737032,1109722369
2023-09,Italy,884490655,202749468,1087240123
2023-09,Switzerland,721487088,348730289,1070217377
2023-09,Netherlands,355992725,646907857,1002900582
2023-09,Taiwan,659659531,157910769,817570300
2023-09,Belgium,382274159,359036818,741310977
2023-09,Peru,434606932,101081356,535688288
2023-09,Thailand,414578364,75725460,490303824
2023-09,Australia,238710731,221615237,460325968
2023-09,Spain,259979176,193003764,452982940
2023-10,United States of America,31762853886,52332084664,84094938550
2023-10,China,8170249398,2790489659,10960739057
2023-10,Mexico,3994358242,767235775,4761594017
2023-10,Japan,1790582855,1187188069,2977770924
2023-10,Germany,2109516078,549357558,2658873636
2023-10,United Kingdom,775241760,1216698984,1991940744
2023-10,"Korea, South",1311076340,616139070,1927215410
2023-10,Switzerland,1062297483,705525757,1767823240
2023-10,Italy,1094724505,401883445,1496607950
2023-10,Viet Nam,1310014761,68272782,1378287543
2023-10,Netherlands,418629252,882658379,1301287631
2023-10,India,644116238,494674820,1138791058
2023-10,Brazil,841912152,285369625,1127281777
2023-10,France,662848912,294698247,957547159
2023-10,Belgium,664263916,267162201,931426117
2023-10,Taiwan,614888212,174468565,789356777
2023-10,Australia,306745705,268807941,575553646
2023-10,Peru,419376341,144825961,564202302
2023-10,Thailand,436850770,97167075,534017845
2023-10,Spain,299241267,232370577,531611844
2023-11,United States of America,30983394143,51671574901,82654969044
2023-11,China,7984488120,2910514965,10895003085
2023-11,Mexico,4259831132,770090068,5029921200
2023-11,Japan,1772121409,1331484327,3103605736
2023-11,Germany,1879547818,553382787,2432930605
2023-11,United Kingdom,758252362,1392153102,2150405464
2023-11,"Korea, South",1163620272,618179712,1781799984
2023-11,Viet Nam,1289771013,97513817,1387284830
2023-11,Italy,1120412547,177482087,1297894634
2023-11,France,736928424,373963914,1110892338
2023-11,India,606464090,466957714,1073421804
2023-11,Brazil,780422496,231821784,1012244280
2023-11,Netherlands,357354696,604161868,961516564
2023-11,Switzerland,521183286,381511536,902694822
2023-11,Belgium,413556133,323720594,737276727
2023-11,Taiwan,581901352,130240036,712141388
2023-11,Thailand,442727832,83692694,526420526
2023-11,Peru,434361345,70067926,504429271
2023-11,Spain,306916966,192057464,498974430
2023-11,Australia,263058924,227834873,490893797
2023-12,United States of America,29156541838,46590955066,75747496904
2023-12,China,6816585417,2834666552,9651251969
2023-12,Mexico,3854128330,564901716,4419030046
2023-12,Japan,1904349308,1247137110,3151486418
2023-12,United Kingdom,685255262,2085828079,2771083341
2023-12,Germany,1889525736,634207900,2523733636
2023-12,"Korea, South",1479665011,629071317,2108736328
2023-12,Italy,995037792,362183718,1357221510
2023-12,India,575013420,595911936,1170925356
2023-12,Brazil,869306610,258149048,1127455658
2023-12,Viet Nam,1050958670,60703108,1111661778
2023-12,France,701516634,253551599,955068233
2023-12,Netherlands,231750074,633462818,865212892
2023-12,Peru,604824293,132250487,737074780
2023-12,Taiwan,567393684,145556788,712950472
2023-12,Switzerland,421779367,284360184,706139551
2023-12,Australia,201945225,346758209,548703434
2023-12,Thailand,429926488,84506716,514433204
2023-12,Belgium,231422388,249491967,480914355
2023-12,Spain,351058906,127970134,479029040
2024-01,United States of America,27933282779,47636497478,75569780257
2024-01,China,6438148587,1989759638,8427908225
2024-01,Mexico,3465489139,693213303,4158702442
2024-01,Japan,1643791074,1253108301,2896899375
2024-01,Germany,1794567255,486608056,2281175311
2024-01,United Kingdom,581602848,1667455258,2249058106
2024-01,"Korea, South",1120940199,736731424,1857671623
2024-01,Italy,1000745539,180568827,1181314366
2024-01,Viet Nam,1013880235,48271611,1062151846
2024-01,India,598288604,462635535,1060924139
2024-01,Brazil,827500837,145510329,973011166
2024-01,France,624932721,297888802,922821523
2024-01,Netherlands,224907786,550696649,775604435
2024-01,Taiwan,576273409,180546995,756820404
2024-01,Peru,607655680,120007253,727662933
2024-01,Belgium,352505699,362272341,714778040
2024-01,Switzerland,399197907,199141882,598339789
2024-01,Spain,365389617,137616263,503005880
2024-01,Thailand,377967970,62746192,440714162
2024-01,Australia,206537159,209897875,416435034
2024-02,United States of America,30559307043,46437497539,76996804582
2024-02,China,6774294393,2185713630,8960008023
2024-02,Mexico,3769115464,724633309,4493748773
2024-02,United Kingdom,785396872,2321631781,3107028653
2024-02,Japan,1761689772,1217103366,2978793138
2024-02,Germany,1823485322,516895667,2340380989
2024-02,"Korea, South",1303332931,689133663,1992466594
2024-02,Switzerland,433841531,1222356635,1656198166
2024-02,France,755455325,513890775,1269346100
