date,code,hs2,imports,exports,commodity,total
2022-08,ZZ,60,0.0,1309751.0,Knitted fabrics,1309751.0
2022-08,PE,06,0.0,1303200.0,Live trees & plants,1303200.0
2022-08,NB,92,9525.0,1292984.0,Musical instruments,1302509.0
2022-08,NB,31,377102.0,918704.0,Fertilizers,1295806.0
2022-08,NS,64,1274751.0,984.0,Footwear,1275735.0
2022-08,QC,53,1227085.0,9644.0,Vegetable textile fibres,1236729.0
2022-08,AB,04,907040.0,329576.0,Dairy products,1236616.0
2022-08,ON,14,1081812.0,144341.0,Vegetable materials,1226153.0
2022-08,QC,46,1221743.0,0.0,Basketware,1221743.0
2022-08,NS,35,28367.0,1168088.0,Protein substances,1196455.0
2022-08,NS,83,630657.0,563966.0,Miscellaneous metal articles,1194623.0
2022-08,NB,59,1172728.0,20104.0,Coated textiles,1192832.0
2022-08,NS,12,217939.0,953830.0,Oil seeds,1171769.0
2022-08,NL,94,498683.0,657652.0,Furniture,1156335.0
2022-08,MB,18,933699.0,184850.0,Cocoa & cocoa products,1118549.0
2022-08,ZZ,47,0.0,1093696.0,Wood pulp,1093696.0
2022-08,ON,53,1081734.0,7208.0,Vegetable textile fibres,1088942.0
2022-08,ZZ,10,0.0,1058861.0,Cereals,1058861.0
2022-08,SK,54,1055886.0,0.0,Man-made filaments,1055886.0
2022-08,BC,14,968910.0,45628.0,Vegetable materials,1014538.0
2022-08,SK,69,1011815.0,0.0,Ceramic products,1011815.0
2022-08,ZZ,52,0.0,1008862.0,Cotton,1008862.0
2022-08,NS,54,657659.0,347596.0,Man-made filaments,1005255.0
2022-08,ZZ,67,0.0,986540.0,Feathers & artificial flowers,986540.0
2022-08,NB,21,716956.0,264833.0,Misc food preparations,981789.0
2022-08,NS,70,802156.0,171862.0,Glass,974018.0
2022-08,ZZ,43,0.0,973627.0,Furskins,973627.0
2022-08,NS,69,957337.0,12994.0,Ceramic products,970331.0
2022-08,SK,49,932250.0,31821.0,Printed books & media,964071.0
2022-08,ZZ,13,0.0,958094.0,Resins & gums,958094.0
2022-08,ZZ,36,0.0,953993.0,Explosives,953993.0
2022-08,NB,10,952745.0,1155.0,Cereals,953900.0
2022-08,PE,99,0.0,934136.0,Confidential / low-value (CA),934136.0
2022-08,SK,09,350769.0,581227.0,"Coffee, tea & spices",931996.0
2022-08,SK,18,917614.0,12503.0,Cocoa & cocoa products,930117.0
2022-08,NB,82,871129.0,39224.0,Tools & cutlery,910353.0
2022-08,NL,22,0.0,905253.0,Beverages & spirits,905253.0
2022-08,AB,67,875056.0,10710.0,Feathers & artificial flowers,885766.0
2022-08,NB,29,861885.0,8286.0,Organic chemicals,870171.0
2022-08,NL,63,96365.0,773151.0,Other made-up textiles,869516.0
2022-08,NB,06,375050.0,488357.0,Live trees & plants,863407.0
2022-08,MB,13,279575.0,569139.0,Resins & gums,848714.0
2022-08,BC,36,650264.0,183698.0,Explosives,833962.0
2022-08,NS,34,121168.0,708852.0,Soap & cleaning products,830020.0
2022-08,SK,61,816123.0,13373.0,Knitted apparel,829496.0
2022-08,NB,35,825051.0,471.0,Protein substances,825522.0
2022-08,MB,75,822702.0,0.0,Nickel,822702.0
2022-08,ZZ,23,0.0,815877.0,Food industry residues,815877.0
2022-08,PE,90,284725.0,530703.0,Optical & medical instruments,815428.0
2022-08,SK,57,795318.0,0.0,Carpets,795318.0
2022-08,SK,06,747030.0,39694.0,Live trees & plants,786724.0
2022-08,PE,85,29173.0,754495.0,Electrical equipment,783668.0
2022-08,MB,55,762805.0,1103.0,Man-made staple fibres,763908.0
2022-08,AB,58,732727.0,15149.0,Special woven fabrics,747876.0
2022-08,SK,26,582412.0,147019.0,"Ores, slag & ash",729431.0
2022-08,ZZ,01,0.0,728925.0,Live animals,728925.0
2022-08,QC,45,707309.0,4981.0,Cork,712290.0
2022-08,NB,54,667710.0,26420.0,Man-made filaments,694130.0
2022-08,QC,37,596010.0,95521.0,Photographic goods,691531.0
2022-08,NB,62,691502.0,0.0,Woven apparel,691502.0
2022-08,PE,11,0.0,688709.0,Milling products,688709.0
2022-08,PE,15,0.0,681847.0,Animal/veg fats & oils,681847.0
2022-08,BC,51,679764.0,0.0,Wool,679764.0
2022-08,ZZ,05,0.0,654357.0,Other animal products,654357.0
2022-08,AB,55,639484.0,4340.0,Man-made staple fibres,643824.0
2022-08,SK,75,638019.0,0.0,Nickel,638019.0
2022-08,MB,09,577308.0,54575.0,"Coffee, tea & spices",631883.0
2022-08,NB,49,408279.0,213442.0,Printed books & media,621721.0
2022-08,NB,86,375549.0,241073.0,Railway equipment,616622.0
2022-08,BC,41,397803.0,211460.0,Raw hides & skins,609263.0
2022-08,NB,18,600868.0,0.0,Cocoa & cocoa products,600868.0
2022-08,YT,82,0.0,597471.0,Tools & cutlery,597471.0
2022-08,PE,39,308563.0,280764.0,Plastics,589327.0
2022-08,NB,01,390356.0,142318.0,Live animals,532674.0
2022-08,NL,05,0.0,524830.0,Other animal products,524830.0
2022-08,NB,74,458403.0,61855.0,Copper,520258.0
2022-08,NS,09,513877.0,5611.0,"Coffee, tea & spices",519488.0
2022-08,NB,88,199875.0,313696.0,Aircraft & spacecraft,513571.0
2022-08,NS,82,332775.0,180601.0,Tools & cutlery,513376.0
2022-08,SK,96,507641.0,0.0,Miscellaneous manufactures,507641.0
2022-08,NS,57,501732.0,5630.0,Carpets,507362.0
2022-08,AB,06,495550.0,0.0,Live trees & plants,495550.0
2022-08,NL,39,448856.0,45388.0,Plastics,494244.0
2022-08,MB,97,436373.0,56706.0,Works of art,493079.0
2022-08,NS,10,489344.0,1110.0,Cereals,490454.0
2022-08,ZZ,93,0.0,488602.0,Arms & ammunition,488602.0
2022-08,BC,53,486142.0,0.0,Vegetable textile fibres,486142.0
2022-08,AB,24,479442.0,0.0,Tobacco,479442.0
2022-08,MB,41,359365.0,117104.0,Raw hides & skins,476469.0
2022-08,MB,66,176470.0,294494.0,Umbrellas,470964.0
2022-08,NB,57,470681.0,0.0,Carpets,470681.0
2022-08,NS,71,71871.0,394598.0,Precious metals & stones,466469.0
2022-08,BC,45,464499.0,125.0,Cork,464624.0
2022-08,SK,92,253541.0,209541.0,Musical instruments,463082.0
2022-08,BC,43,444819.0,17676.0,Furskins,462495.0
2022-08,MB,92,386942.0,62790.0,Musical instruments,449732.0
2022-08,NS,96,444459.0,199.0,Miscellaneous manufactures,444658.0
2022-08,MB,60,442827.0,0.0,Knitted fabrics,442827.0
2022-08,NS,11,222173.0,212989.0,Milling products,435162.0
2022-08,PE,34,0.0,429285.0,Soap & cleaning products,429285.0
2022-08,NS,65,225905.0,196018.0,Headgear,421923.0
2022-08,SK,03,373743.0,41955.0,Fish & seafood,415698.0
2022-08,SK,78,64831.0,349611.0,Lead,414442.0
2022-08,MB,53,379744.0,34645.0,Vegetable textile fibres,414389.0
2022-08,MB,52,410149.0,3919.0,Cotton,414068.0
2022-08,NS,98,218711.0,195257.0,Special transactions (CA),413968.0
2022-08,ZZ,45,0.0,408510.0,Cork,408510.0
2022-08,PE,27,0.0,403215.0,Mineral fuels & oils,403215.0
2022-08,NL,93,403191.0,0.0,Arms & ammunition,403191.0
2022-08,AB,92,385716.0,14201.0,Musical instruments,399917.0
2022-08,MB,67,399119.0,0.0,Feathers & artificial flowers,399119.0
2022-08,NL,56,294608.0,97320.0,Wadding & felt,391928.0
2022-08,MB,46,184386.0,203149.0,Basketware,387535.0
2022-08,NB,09,383213.0,516.0,"Coffee, tea & spices",383729.0
2022-08,NB,61,366305.0,5860.0,Knitted apparel,372165.0
2022-08,NS,60,304812.0,64024.0,Knitted fabrics,368836.0
2022-08,BC,37,359764.0,0.0,Photographic goods,359764.0
2022-08,NS,18,349666.0,536.0,Cocoa & cocoa products,350202.0
2022-08,AB,66,349559.0,0.0,Umbrellas,349559.0
2022-08,NS,86,342689.0,0.0,Railway equipment,342689.0
2022-08,NL,87,22105.0,305340.0,Vehicles,327445.0
2022-08,YT,39,211291.0,114613.0,Plastics,325904.0
2022-08,ZZ,37,0.0,323843.0,Photographic goods,323843.0
2022-08,ZZ,02,0.0,323582.0,Meat & offal,323582.0
2022-08,PE,10,0.0,314531.0,Cereals,314531.0
2022-08,MB,91,311559.0,0.0,Clocks & watches,311559.0
2022-08,ON,50,294645.0,9649.0,Silk,304294.0
2022-08,QC,50,295408.0,5147.0,Silk,300555.0
2022-08,MB,24,295564.0,0.0,Tobacco,295564.0
2022-08,NS,92,3525.0,289054.0,Musical instruments,292579.0
2022-08,NS,01,240.0,288749.0,Live animals,288989.0
2022-08,NL,28,281080.0,0.0,Inorganic chemicals,281080.0
2022-08,AB,53,222203.0,48197.0,Vegetable textile fibres,270400.0
2022-08,AB,52,264624.0,477.0,Cotton,265101.0
2022-08,NL,70,264607.0,0.0,Glass,264607.0
2022-08,NB,69,249706.0,9653.0,Ceramic products,259359.0
2022-08,ZZ,53,0.0,258082.0,Vegetable textile fibres,258082.0
2022-08,PE,33,0.0,255855.0,Cosmetics & perfumes,255855.0
2022-08,NS,02,0.0,245227.0,Meat & offal,245227.0
2022-08,PE,04,0.0,240451.0,Dairy products,240451.0
2022-08,MB,37,234600.0,0.0,Photographic goods,234600.0
2022-08,YT,05,192863.0,41682.0,Other animal products,234545.0
2022-08,SK,05,180205.0,49888.0,Other animal products,230093.0
2022-08,PE,73,19059.0,209360.0,Articles of iron & steel,228419.0
2022-08,SK,93,228080.0,0.0,Arms & ammunition,228080.0
2022-08,NB,58,218477.0,0.0,Special woven fabrics,218477.0
2022-08,AB,37,188313.0,22887.0,Photographic goods,211200.0
2022-08,SK,60,207422.0,0.0,Knitted fabrics,207422.0
2022-08,NS,53,191261.0,0.0,Vegetable textile fibres,191261.0
2022-08,NS,32,94438.0,93390.0,Tanning & dye extracts,187828.0
2022-08,MB,14,106247.0,79371.0,Vegetable materials,185618.0
2022-08,NL,74,3.0,180908.0,Copper,180911.0
2022-08,SK,42,179220.0,1055.0,Leather goods,180275.0
2022-08,PE,23,0.0,180248.0,Food industry residues,180248.0
2022-08,NL,72,177754.0,0.0,Iron & steel,177754.0
2022-08,NL,76,104875.0,71706.0,Aluminium,176581.0
2022-08,NL,40,173817.0,2405.0,Rubber,176222.0
2022-08,PE,76,0.0,176006.0,Aluminium,176006.0
2022-08,PE,05,0.0,175415.0,Other animal products,175415.0
2022-08,BC,50,173221.0,1401.0,Silk,174622.0
2022-08,MB,80,76115.0,97357.0,Tin,173472.0
2022-08,NB,55,169352.0,1897.0,Man-made staple fibres,171249.0
2022-08,MB,43,134316.0,35869.0,Furskins,170185.0
2022-08,SK,65,168496.0,0.0,Headgear,168496.0
2022-08,NL,59,152364.0,3561.0,Coated textiles,155925.0
2022-08,NB,81,155818.0,0.0,Other base metals,155818.0
2022-08,NS,33,112172.0,42259.0,Cosmetics & perfumes,154431.0
2022-08,AB,79,81358.0,70096.0,Zinc,151454.0
2022-08,ZZ,66,0.0,149983.0,Umbrellas,149983.0
2022-08,NS,36,145127.0,0.0,Explosives,145127.0
2022-08,ZZ,51,0.0,142496.0,Wool,142496.0
2022-08,SK,53,141199.0,0.0,Vegetable textile fibres,141199.0
2022-08,SK,64,140852.0,0.0,Footwear,140852.0
2022-08,ZZ,26,0.0,140768.0,"Ores, slag & ash",140768.0
2022-08,NB,75,139515.0,0.0,Nickel,139515.0
2022-08,NB,42,130622.0,3016.0,Leather goods,133638.0
2022-08,NS,49,9841.0,123305.0,Printed books & media,133146.0
2022-08,NB,65,131857.0,0.0,Headgear,131857.0
2022-08,NL,82,126427.0,0.0,Tools & cutlery,126427.0
2022-08,NS,17,117078.0,9025.0,Sugars,126103.0
2022-08,QC,14,108142.0,5838.0,Vegetable materials,113980.0
2022-08,ZZ,79,0.0,105835.0,Zinc,105835.0
2022-08,PE,22,98441.0,0.0,Beverages & spirits,98441.0
2022-08,SK,55,92554.0,0.0,Man-made staple fibres,92554.0
2022-08,NB,67,90774.0,1186.0,Feathers & artificial flowers,91960.0
2022-08,NS,78,0.0,91610.0,Lead,91610.0
2022-08,NS,13,81582.0,6536.0,Resins & gums,88118.0
2022-08,SK,67,86924.0,0.0,Feathers & artificial flowers,86924.0
2022-08,AB,45,83229.0,0.0,Cork,83229.0
2022-08,NB,04,58275.0,22911.0,Dairy products,81186.0
2022-08,AB,14,81178.0,0.0,Vegetable materials,81178.0
2022-08,NT,76,0.0,80827.0,Aluminium,80827.0
2022-08,PE,01,3.0,78823.0,Live animals,78826.0
2022-08,NS,55,78457.0,0.0,Man-made staple fibres,78457.0
2022-08,NB,71,48233.0,29536.0,Precious metals & stones,77769.0
2022-08,NB,02,0.0,75285.0,Meat & offal,75285.0
2022-08,ZZ,78,0.0,74850.0,Lead,74850.0
2022-08,NB,26,72233.0,0.0,"Ores, slag & ash",72233.0
2022-08,SK,46,70660.0,0.0,Basketware,70660.0
2022-08,YT,85,68104.0,0.0,Electrical equipment,68104.0
2022-08,MB,51,67462.0,0.0,Wool,67462.0
2022-08,YT,89,0.0,64320.0,Ships & boats,64320.0
2022-08,NB,52,63270.0,0.0,Cotton,63270.0
2022-08,AB,46,47289.0,14912.0,Basketware,62201.0
2022-08,PE,31,0.0,61982.0,Fertilizers,61982.0
2022-08,PE,28,60177.0,0.0,Inorganic chemicals,60177.0
2022-08,MB,45,58764.0,963.0,Cork,59727.0
2022-08,PE,89,0.0,59570.0,Ships & boats,59570.0
2022-08,NL,23,57942.0,1076.0,Food industry residues,59018.0
2022-08,NU,97,0.0,57200.0,Works of art,57200.0
2022-08,YT,90,14181.0,42565.0,Optical & medical instruments,56746.0
2022-08,ZZ,14,0.0,56700.0,Vegetable materials,56700.0
2022-08,NB,64,55002.0,0.0,Footwear,55002.0
2022-08,NS,91,7994.0,45926.0,Clocks & watches,53920.0
2022-08,AB,43,43671.0,7377.0,Furskins,51048.0
2022-08,NL,95,266.0,50028.0,Toys & sports equipment,50294.0
2022-08,PE,47,0.0,50200.0,Wood pulp,50200.0
2022-08,SK,58,38457.0,10077.0,Special woven fabrics,48534.0
2022-08,NB,41,48064.0,0.0,Raw hides & skins,48064.0
2022-08,NL,32,48046.0,0.0,Tanning & dye extracts,48046.0
2022-08,AB,78,44559.0,3231.0,Lead,47790.0
2022-08,NL,18,41914.0,4437.0,Cocoa & cocoa products,46351.0
2022-08,NB,98,21686.0,24556.0,Special transactions (CA),46242.0
2022-08,NS,58,33968.0,10298.0,Special woven fabrics,44266.0
2022-08,NB,37,44113.0,0.0,Photographic goods,44113.0
2022-08,NL,08,42447.0,1482.0,Fruit & nuts,43929.0
2022-08,NB,60,35138.0,8677.0,Knitted fabrics,43815.0
2022-08,NL,96,39967.0,3674.0,Miscellaneous manufactures,43641.0
2022-08,NB,14,42595.0,0.0,Vegetable materials,42595.0
2022-08,YT,73,23796.0,16805.0,Articles of iron & steel,40601.0
2022-08,PE,40,0.0,40041.0,Rubber,40041.0
2022-08,PE,83,0.0,39953.0,Miscellaneous metal articles,39953.0
2022-08,SK,97,1727.0,36511.0,Works of art,38238.0
2022-08,NS,97,7637.0,30200.0,Works of art,37837.0
2022-08,AB,80,27558.0,9612.0,Tin,37170.0
2022-08,NB,46,35913.0,0.0,Basketware,35913.0
2022-08,NS,80,0.0,35788.0,Tin,35788.0
2022-08,NS,04,18481.0,14541.0,Dairy products,33022.0
2022-08,SK,14,30174.0,0.0,Vegetable materials,30174.0
2022-08,ZZ,50,0.0,29841.0,Silk,29841.0
2022-08,PE,63,0.0,27778.0,Other made-up textiles,27778.0
2022-08,NB,30,22916.0,4604.0,Pharmaceuticals,27520.0
2022-08,NB,93,26242.0,0.0,Arms & ammunition,26242.0
2022-08,NB,97,8197.0,17906.0,Works of art,26103.0
2022-08,NT,43,0.0,26000.0,Furskins,26000.0
2022-08,NL,31,0.0,25000.0,Fertilizers,25000.0
2022-08,NL,21,16397.0,8568.0,Misc food preparations,24965.0
2022-08,YT,88,23561.0,0.0,Aircraft & spacecraft,23561.0
2022-08,PE,88,0.0,22936.0,Aircraft & spacecraft,22936.0
2022-08,NL,97,0.0,21719.0,Works of art,21719.0
2022-08,SK,79,20925.0,0.0,Zinc,20925.0
2022-08,NL,12,0.0,20546.0,Oil seeds,20546.0
2022-08,YT,27,0.0,19183.0,Mineral fuels & oils,19183.0
2022-08,YT,12,0.0,18448.0,Oil seeds,18448.0
2022-08,NB,51,8132.0,9668.0,Wool,17800.0
2022-08,NB,91,17562.0,0.0,Clocks & watches,17562.0
2022-08,PE,12,5503.0,11683.0,Oil seeds,17186.0
2022-08,NB,13,11818.0,5311.0,Resins & gums,17129.0
2022-08,YT,38,17098.0,0.0,Misc chemical products,17098.0
2022-08,NL,34,15310.0,1701.0,Soap & cleaning products,17011.0
2022-08,NS,81,16815.0,0.0,Other base metals,16815.0
2022-08,YT,34,16696.0,0.0,Soap & cleaning products,16696.0
2022-08,NL,30,6.0,16400.0,Pharmaceuticals,16406.0
2022-08,ZZ,80,0.0,15937.0,Tin,15937.0
2022-08,AB,51,10276.0,5321.0,Wool,15597.0
2022-08,NL,04,0.0,15103.0,Dairy products,15103.0
2022-08,NL,64,14589.0,0.0,Footwear,14589.0
2022-08,NS,14,14112.0,0.0,Vegetable materials,14112.0
2022-08,MB,50,13915.0,0.0,Silk,13915.0
2022-08,NL,38,837.0,12922.0,Misc chemical products,13759.0
2022-08,PE,70,2453.0,9525.0,Glass,11978.0
2022-08,NL,15,0.0,11397.0,Animal/veg fats & oils,11397.0
2022-08,NB,66,10876.0,0.0,Umbrellas,10876.0
2022-08,NB,79,10157.0,0.0,Zinc,10157.0
2022-08,NL,62,9750.0,0.0,Woven apparel,9750.0
2022-08,PE,97,0.0,9618.0,Works of art,9618.0
2022-08,NL,83,1662.0,7491.0,Miscellaneous metal articles,9153.0
2022-08,NB,43,8774.0,0.0,Furskins,8774.0
2022-08,PE,56,0.0,8629.0,Wadding & felt,8629.0
2022-08,YT,70,7805.0,0.0,Glass,7805.0
2022-08,SK,43,944.0,6354.0,Furskins,7298.0
2022-08,YT,83,6916.0,0.0,Miscellaneous metal articles,6916.0
2022-08,YT,44,0.0,6702.0,Wood & wood articles,6702.0
2022-08,PE,49,1442.0,5199.0,Printed books & media,6641.0
2022-08,NL,42,3300.0,2606.0,Leather goods,5906.0
2022-08,YT,99,0.0,5664.0,Confidential / low-value (CA),5664.0
2022-08,PE,13,0.0,5574.0,Resins & gums,5574.0
2022-08,PE,59,5401.0,19.0,Coated textiles,5420.0
2022-08,PE,68,0.0,5311.0,Stone & cement articles,5311.0
2022-08,NL,91,0.0,5092.0,Clocks & watches,5092.0
2022-08,NL,20,93.0,4953.0,Prepared vegetables,5046.0
2022-08,NL,58,0.0,5000.0,Special woven fabrics,5000.0
2022-08,NU,90,0.0,4715.0,Optical & medical instruments,4715.0
2022-08,YT,68,0.0,4652.0,Stone & cement articles,4652.0
2022-08,YT,21,0.0,4631.0,Misc food preparations,4631.0
2022-08,NL,79,2712.0,1787.0,Zinc,4499.0
2022-08,NL,19,1912.0,2476.0,Prepared cereals,4388.0
2022-08,SK,45,4255.0,0.0,Cork,4255.0
2022-08,SK,41,4184.0,0.0,Raw hides & skins,4184.0
2022-08,PE,17,0.0,4096.0,Sugars,4096.0
2022-08,PE,92,0.0,4002.0,Musical instruments,4002.0
2022-08,PE,41,0.0,3935.0,Raw hides & skins,3935.0
2022-08,NL,86,3865.0,0.0,Railway equipment,3865.0
2022-08,NS,79,3681.0,0.0,Zinc,3681.0
2022-08,NS,67,3650.0,0.0,Feathers & artificial flowers,3650.0
2022-08,AB,50,3612.0,0.0,Silk,3612.0
2022-08,SK,91,3595.0,0.0,Clocks & watches,3595.0
2022-08,NL,06,3585.0,0.0,Live trees & plants,3585.0
2022-08,NB,45,3010.0,0.0,Cork,3010.0
2022-08,NL,09,0.0,2726.0,"Coffee, tea & spices",2726.0
2022-08,NB,78,2669.0,0.0,Lead,2669.0
2022-08,NL,43,0.0,2536.0,Furskins,2536.0
2022-08,NL,98,0.0,2000.0,Special transactions (CA),2000.0
2022-08,PE,94,0.0,2000.0,Furniture,2000.0
2022-08,NB,80,1879.0,0.0,Tin,1879.0
2022-08,YT,40,0.0,1859.0,Rubber,1859.0
2022-08,PE,62,1854.0,0.0,Woven apparel,1854.0
2022-08,SK,66,1818.0,0.0,Umbrellas,1818.0
2022-08,YT,57,1670.0,0.0,Carpets,1670.0
2022-08,NL,29,1543.0,0.0,Organic chemicals,1543.0
2022-08,NL,01,1448.0,0.0,Live animals,1448.0
2022-08,NL,17,0.0,1229.0,Sugars,1229.0
2022-08,NT,99,0.0,1128.0,Confidential / low-value (CA),1128.0
2022-08,NU,99,0.0,1102.0,Confidential / low-value (CA),1102.0
2022-08,NL,35,1054.0,0.0,Protein substances,1054.0
2022-08,NS,75,825.0,0.0,Nickel,825.0
2022-08,SK,52,632.0,0.0,Cotton,632.0
2022-08,SK,80,613.0,0.0,Tin,613.0
2022-08,NB,53,487.0,0.0,Vegetable textile fibres,487.0
2022-08,NL,71,483.0,0.0,Precious metals & stones,483.0
2022-08,YT,97,0.0,375.0,Works of art,375.0
2022-08,NL,65,355.0,0.0,Headgear,355.0
2022-08,NS,46,353.0,0.0,Basketware,353.0
2022-08,NL,33,0.0,310.0,Cosmetics & perfumes,310.0
2022-08,PE,96,285.0,0.0,Miscellaneous manufactures,285.0
2022-08,YT,25,256.0,0.0,"Salt, sulphur, stone, cement",256.0
2022-08,YT,41,0.0,200.0,Raw hides & skins,200.0
2022-08,NL,02,0.0,164.0,Meat & offal,164.0
2022-08,PE,82,130.0,0.0,Tools & cutlery,130.0
2022-08,NL,49,21.0,100.0,Printed books & media,121.0
2022-08,PE,19,0.0,88.0,Prepared cereals,88.0
2022-08,PE,64,83.0,0.0,Footwear,83.0
2022-08,NB,36,74.0,0.0,Explosives,74.0
2022-08,PE,61,59.0,0.0,Knitted apparel,59.0
2022-08,NS,24,51.0,0.0,Tobacco,51.0
2022-08,NB,50,42.0,0.0,Silk,42.0
2022-08,PE,65,35.0,0.0,Headgear,35.0
2022-08,NL,11,0.0,16.0,Milling products,16.0
2022-08,NL,53,8.0,0.0,Vegetable textile fibres,8.0
2022-08,NL,68,1.0,0.0,Stone & cement articles,1.0
2022-09,AB,27,939977526.0,13871758428.0,Mineral fuels & oils,14811735954.0
2022-09,ON,87,7281084289.0,4880462912.0,Vehicles,12161547201.0
2022-09,ON,84,5136443861.0,1972637814.0,Machinery & mechanical appliances,7109081675.0
2022-09,ON,85,4485123227.0,797172313.0,Electrical equipment,5282295540.0
2022-09,ON,71,1682734257.0,2521100177.0,Precious metals & stones,4203834434.0
2022-09,ON,30,2365216185.0,597695790.0,Pharmaceuticals,2962911975.0
2022-09,ON,39,1603186755.0,863823976.0,Plastics,2467010731.0
2022-09,QC,84,1304871805.0,930198654.0,Machinery & mechanical appliances,2235070459.0
2022-09,BC,27,196346219.0,1971683325.0,Mineral fuels & oils,2168029544.0
2022-09,NB,27,1046585811.0,724953362.0,Mineral fuels & oils,1771539173.0
2022-09,ZZ,99,0.0,1737571946.0,Confidential / low-value (CA),1737571946.0
2022-09,QC,27,1045536184.0,572571907.0,Mineral fuels & oils,1618108091.0
2022-09,ON,27,1112000511.0,398381512.0,Mineral fuels & oils,1510382023.0
2022-09,ON,72,749024978.0,713872193.0,Iron & steel,1462897171.0
2022-09,ON,90,1063834982.0,383510386.0,Optical & medical instruments,1447345368.0
2022-09,SK,31,66373104.0,1378432134.0,Fertilizers,1444805238.0
2022-09,QC,88,331892786.0,1084653276.0,Aircraft & spacecraft,1416546062.0
2022-09,BC,84,1101699659.0,235861769.0,Machinery & mechanical appliances,1337561428.0
2022-09,ON,99,1028351879.0,265135648.0,Confidential / low-value (CA),1293487527.0
2022-09,SK,27,31311224.0,1158929011.0,Mineral fuels & oils,1190240235.0
2022-09,ON,73,771324060.0,380960743.0,Articles of iron & steel,1152284803.0
2022-09,QC,76,132264567.0,943315791.0,Aluminium,1075580358.0
2022-09,ON,94,641835768.0,387516214.0,Furniture,1029351982.0
2022-09,QC,85,728620381.0,289880276.0,Electrical equipment,1018500657.0
2022-09,BC,44,129640379.0,805018580.0,Wood & wood articles,934658959.0
2022-09,ON,19,342438754.0,589377132.0,Prepared cereals,931815886.0
2022-09,QC,87,449115696.0,428127491.0,Vehicles,877243187.0
2022-09,NL,27,93134066.0,772066077.0,Mineral fuels & oils,865200143.0
2022-09,MB,84,665462555.0,176756122.0,Machinery & mechanical appliances,842218677.0
2022-09,BC,85,632714756.0,165256709.0,Electrical equipment,797971465.0
2022-09,ON,29,596791633.0,172360618.0,Organic chemicals,769152251.0
2022-09,AB,84,433870872.0,332291939.0,Machinery & mechanical appliances,766162811.0
2022-09,BC,26,394478693.0,348151287.0,"Ores, slag & ash",742629980.0
2022-09,ON,48,513579933.0,209164773.0,Paper & paperboard,722744706.0
2022-09,ON,38,449233528.0,268298607.0,Misc chemical products,717532135.0
2022-09,ON,76,390605739.0,285741243.0,Aluminium,676346982.0
2022-09,ZZ,84,0.0,644691331.0,Machinery & mechanical appliances,644691331.0
2022-09,BC,87,586270217.0,56166473.0,Vehicles,642436690.0
2022-09,QC,39,304999899.0,337155021.0,Plastics,642154920.0
2022-09,QC,26,71701578.0,566757778.0,"Ores, slag & ash",638459356.0
2022-09,QC,48,141555675.0,478711984.0,Paper & paperboard,620267659.0
2022-09,ON,40,419404065.0,142982178.0,Rubber,562386243.0
2022-09,SK,84,442115417.0,103853387.0,Machinery & mechanical appliances,545968804.0
2022-09,SK,10,3086080.0,540343450.0,Cereals,543429530.0
2022-09,ON,33,392990001.0,146592678.0,Cosmetics & perfumes,539582679.0
2022-09,AB,85,428881570.0,83640334.0,Electrical equipment,512521904.0
2022-09,QC,44,84486567.0,421658582.0,Wood & wood articles,506145149.0
2022-09,ON,95,479472191.0,23939148.0,Toys & sports equipment,503411339.0
2022-09,ON,61,467362002.0,11123967.0,Knitted apparel,478485969.0
2022-09,AB,39,129037352.0,348795818.0,Plastics,477833170.0
2022-09,QC,30,335762822.0,130714704.0,Pharmaceuticals,466477526.0
2022-09,QC,90,237213937.0,225227522.0,Optical & medical instruments,462441459.0
2022-09,ON,22,358967380.0,98227981.0,Beverages & spirits,457195361.0
2022-09,ON,21,312644037.0,129844831.0,Misc food preparations,442488868.0
2022-09,ON,75,24972936.0,413203415.0,Nickel,438176351.0
2022-09,SK,07,7969797.0,410256122.0,Vegetables,418225919.0
2022-09,ON,44,177615335.0,222768315.0,Wood & wood articles,400383650.0
2022-09,ON,34,290259478.0,103394345.0,Soap & cleaning products,393653823.0
2022-09,ON,07,145365693.0,246110527.0,Vegetables,391476220.0
2022-09,ON,62,339860977.0,51287181.0,Woven apparel,391148158.0
2022-09,NS,87,375194131.0,7444430.0,Vehicles,382638561.0
2022-09,AB,10,6674879.0,370557715.0,Cereals,377232594.0
2022-09,QC,94,178243149.0,198682737.0,Furniture,376925886.0
2022-09,ON,28,205366830.0,169157733.0,Inorganic chemicals,374524563.0
2022-09,ON,83,234011973.0,132347386.0,Miscellaneous metal articles,366359359.0
2022-09,AB,02,1423495.0,363226877.0,Meat & offal,364650372.0
2022-09,QC,72,162841648.0,201444385.0,Iron & steel,364286033.0
2022-09,QC,73,183981548.0,176641245.0,Articles of iron & steel,360622793.0
2022-09,ON,02,225402590.0,135156039.0,Meat & offal,360558629.0
2022-09,QC,28,256052288.0,102907000.0,Inorganic chemicals,358959288.0
2022-09,AB,88,331490992.0,18058005.0,Aircraft & spacecraft,349548997.0
2022-09,ZZ,85,0.0,347538624.0,Electrical equipment,347538624.0
2022-09,BC,73,282859991.0,54379018.0,Articles of iron & steel,337239009.0
2022-09,ON,32,249914968.0,84461199.0,Tanning & dye extracts,334376167.0
