date,code,hs2,imports,exports,commodity,total
2020-05,NS,66,10023.0,0.0,Umbrellas,10023.0
2020-05,YT,28,9682.0,0.0,Inorganic chemicals,9682.0
2020-05,NS,80,0.0,9608.0,Tin,9608.0
2020-05,SK,91,9181.0,0.0,Clocks & watches,9181.0
2020-05,PE,68,0.0,8867.0,Stone & cement articles,8867.0
2020-05,NB,51,6735.0,2126.0,Wool,8861.0
2020-05,NB,66,8806.0,0.0,Umbrellas,8806.0
2020-05,YT,88,7850.0,0.0,Aircraft & spacecraft,7850.0
2020-05,NL,06,1518.0,6175.0,Live trees & plants,7693.0
2020-05,PE,83,0.0,7441.0,Miscellaneous metal articles,7441.0
2020-05,ZZ,50,0.0,7040.0,Silk,7040.0
2020-05,NS,91,326.0,6451.0,Clocks & watches,6777.0
2020-05,NS,46,6519.0,0.0,Basketware,6519.0
2020-05,SK,78,6453.0,0.0,Lead,6453.0
2020-05,PE,86,0.0,6116.0,Railway equipment,6116.0
2020-05,NB,91,6045.0,0.0,Clocks & watches,6045.0
2020-05,NL,21,0.0,5994.0,Misc food preparations,5994.0
2020-05,PE,71,0.0,5588.0,Precious metals & stones,5588.0
2020-05,NL,23,0.0,5500.0,Food industry residues,5500.0
2020-05,NB,75,5346.0,0.0,Nickel,5346.0
2020-05,MB,24,5327.0,0.0,Tobacco,5327.0
2020-05,NL,83,5209.0,26.0,Miscellaneous metal articles,5235.0
2020-05,PE,75,0.0,4845.0,Nickel,4845.0
2020-05,NL,04,0.0,4724.0,Dairy products,4724.0
2020-05,SK,52,4693.0,0.0,Cotton,4693.0
2020-05,SK,45,4627.0,0.0,Cork,4627.0
2020-05,NL,38,4440.0,0.0,Misc chemical products,4440.0
2020-05,NL,20,0.0,4423.0,Prepared vegetables,4423.0
2020-05,NL,70,4348.0,0.0,Glass,4348.0
2020-05,NS,13,0.0,4198.0,Resins & gums,4198.0
2020-05,YT,85,4177.0,0.0,Electrical equipment,4177.0
2020-05,NB,53,4113.0,0.0,Vegetable textile fibres,4113.0
2020-05,NL,19,0.0,3699.0,Prepared cereals,3699.0
2020-05,NT,99,0.0,3144.0,Confidential / low-value (CA),3144.0
2020-05,NU,99,0.0,3144.0,Confidential / low-value (CA),3144.0
2020-05,NL,42,721.0,1925.0,Leather goods,2646.0
2020-05,NB,80,2612.0,0.0,Tin,2612.0
2020-05,MB,50,2268.0,0.0,Silk,2268.0
2020-05,YT,41,0.0,2157.0,Raw hides & skins,2157.0
2020-05,NL,18,0.0,1942.0,Cocoa & cocoa products,1942.0
2020-05,NL,36,1707.0,0.0,Explosives,1707.0
2020-05,NS,58,0.0,1645.0,Special woven fabrics,1645.0
2020-05,SK,51,1483.0,0.0,Wool,1483.0
2020-05,NL,68,1402.0,0.0,Stone & cement articles,1402.0
2020-05,NL,95,562.0,672.0,Toys & sports equipment,1234.0
2020-05,NL,76,1116.0,0.0,Aluminium,1116.0
2020-05,NL,32,1098.0,0.0,Tanning & dye extracts,1098.0
2020-05,SK,37,1090.0,0.0,Photographic goods,1090.0
2020-05,NL,64,1080.0,0.0,Footwear,1080.0
2020-05,NL,17,0.0,1013.0,Sugars,1013.0
2020-05,NB,43,899.0,0.0,Furskins,899.0
2020-05,NL,07,0.0,857.0,Vegetables,857.0
2020-05,NB,45,844.0,0.0,Cork,844.0
2020-05,NB,13,772.0,0.0,Resins & gums,772.0
2020-05,YT,34,663.0,0.0,Soap & cleaning products,663.0
2020-05,NL,10,0.0,567.0,Cereals,567.0
2020-05,PE,96,360.0,0.0,Miscellaneous manufactures,360.0
2020-05,NS,57,284.0,0.0,Carpets,284.0
2020-05,PE,82,270.0,0.0,Tools & cutlery,270.0
2020-05,NL,96,69.0,198.0,Miscellaneous manufactures,267.0
2020-05,NL,89,0.0,263.0,Ships & boats,263.0
2020-05,SK,14,239.0,0.0,Vegetable materials,239.0
2020-05,NL,12,229.0,0.0,Oil seeds,229.0
2020-05,NL,35,108.0,96.0,Protein substances,204.0
2020-05,NL,62,186.0,0.0,Woven apparel,186.0
2020-05,NL,09,0.0,75.0,"Coffee, tea & spices",75.0
2020-05,SK,55,74.0,0.0,Man-made staple fibres,74.0
2020-05,NL,59,40.0,28.0,Coated textiles,68.0
2020-05,NL,29,0.0,46.0,Organic chemicals,46.0
2020-05,NL,58,39.0,0.0,Special woven fabrics,39.0
2020-05,NS,79,0.0,39.0,Zinc,39.0
2020-05,NL,33,0.0,20.0,Cosmetics & perfumes,20.0
2020-05,NL,79,0.0,13.0,Zinc,13.0
2020-06,ON,87,4368668329.0,4655442600.0,Vehicles,9024110929.0
2020-06,ON,84,4072111344.0,1536224627.0,Machinery & mechanical appliances,5608335971.0
2020-06,ON,71,1553531928.0,2289193605.0,Precious metals & stones,3842725533.0
2020-06,AB,27,261127085.0,3056059120.0,Mineral fuels & oils,3317186205.0
2020-06,ON,85,2712297041.0,597249828.0,Electrical equipment,3309546869.0
2020-06,ON,39,1156729749.0,614192503.0,Plastics,1770922252.0
2020-06,ON,30,1178734736.0,566427385.0,Pharmaceuticals,1745162121.0
2020-06,ZZ,99,0.0,1632378013.0,Confidential / low-value (CA),1632378013.0
2020-06,QC,84,932096832.0,659581084.0,Machinery & mechanical appliances,1591677916.0
2020-06,ON,90,793831638.0,332235202.0,Optical & medical instruments,1126066840.0
2020-06,ON,99,724031379.0,248370125.0,Confidential / low-value (CA),972401504.0
2020-06,NS,87,928308290.0,8575306.0,Vehicles,936883596.0
2020-06,QC,88,248202172.0,651998211.0,Aircraft & spacecraft,900200383.0
2020-06,BC,84,684481568.0,145958302.0,Machinery & mechanical appliances,830439870.0
2020-06,ON,94,508820287.0,310064086.0,Furniture,818884373.0
2020-06,ON,88,531853324.0,269505422.0,Aircraft & spacecraft,801358746.0
2020-06,NB,27,396055416.0,354908715.0,Mineral fuels & oils,750964131.0
2020-06,QC,85,526546246.0,211482247.0,Electrical equipment,738028493.0
2020-06,ON,73,482848479.0,215729200.0,Articles of iron & steel,698577679.0
2020-06,QC,76,86812288.0,598453369.0,Aluminium,685265657.0
2020-06,BC,44,94451965.0,584479511.0,Wood & wood articles,678931476.0
2020-06,ON,72,330948886.0,339132114.0,Iron & steel,670081000.0
2020-06,QC,26,111557428.0,545124521.0,"Ores, slag & ash",656681949.0
2020-06,ON,19,271495351.0,380257492.0,Prepared cereals,651752843.0
2020-06,ON,29,516051029.0,94449323.0,Organic chemicals,610500352.0
2020-06,QC,27,447339760.0,157101866.0,Mineral fuels & oils,604441626.0
2020-06,BC,27,38010935.0,565759963.0,Mineral fuels & oils,603770898.0
2020-06,ON,38,352424498.0,230553707.0,Misc chemical products,582978205.0
2020-06,MB,84,459010161.0,114675967.0,Machinery & mechanical appliances,573686128.0
2020-06,SK,31,12826679.0,531106029.0,Fertilizers,543932708.0
2020-06,ON,48,346980633.0,182526072.0,Paper & paperboard,529506705.0
2020-06,ON,27,326850984.0,197794965.0,Mineral fuels & oils,524645949.0
2020-06,QC,87,210464903.0,311703793.0,Vehicles,522168696.0
2020-06,BC,85,420043383.0,88527556.0,Electrical equipment,508570939.0
2020-06,AB,84,293949013.0,199293598.0,Machinery & mechanical appliances,493242611.0
2020-06,QC,39,208783348.0,257318148.0,Plastics,466101496.0
2020-06,ZZ,84,0.0,440312558.0,Machinery & mechanical appliances,440312558.0
2020-06,ON,07,193847740.0,230823452.0,Vegetables,424671192.0
2020-06,ON,63,405294855.0,19247281.0,Other made-up textiles,424542136.0
2020-06,SK,10,7673876.0,409802389.0,Cereals,417476265.0
2020-06,ON,76,235667532.0,181173883.0,Aluminium,416841415.0
2020-06,QC,30,300235404.0,113172842.0,Pharmaceuticals,413408246.0
2020-06,QC,48,84254706.0,328383963.0,Paper & paperboard,412638669.0
2020-06,ON,28,260642012.0,131822970.0,Inorganic chemicals,392464982.0
2020-06,ON,40,285106714.0,98480981.0,Rubber,383587695.0
2020-06,BC,87,319332993.0,60893213.0,Vehicles,380226206.0
2020-06,ON,33,272378788.0,102842265.0,Cosmetics & perfumes,375221053.0
2020-06,AB,39,89385234.0,269901924.0,Plastics,359287158.0
2020-06,QC,90,204064633.0,154942360.0,Optical & medical instruments,359006993.0
2020-06,NL,27,84498288.0,273547351.0,Mineral fuels & oils,358045639.0
2020-06,ON,08,345980964.0,1343437.0,Fruit & nuts,347324401.0
2020-06,BC,26,12977610.0,331608013.0,"Ores, slag & ash",344585623.0
2020-06,ON,22,259296564.0,85104119.0,Beverages & spirits,344400683.0
2020-06,ON,21,239650235.0,104442648.0,Misc food preparations,344092883.0
2020-06,QC,44,51623234.0,279817923.0,Wood & wood articles,331441157.0
2020-06,SK,27,43540015.0,286232919.0,Mineral fuels & oils,329772934.0
2020-06,ON,34,225523136.0,78890569.0,Soap & cleaning products,304413705.0
2020-06,ZZ,87,0.0,301579269.0,Vehicles,301579269.0
2020-06,NS,03,23256324.0,275237384.0,Fish & seafood,298493708.0
2020-06,ON,02,172236751.0,124882089.0,Meat & offal,297118840.0
2020-06,QC,74,115768212.0,179489360.0,Copper,295257572.0
2020-06,AB,02,1589432.0,284782099.0,Meat & offal,286371531.0
2020-06,SK,12,1996911.0,282521820.0,Oil seeds,284518731.0
2020-06,QC,94,132352110.0,145406597.0,Furniture,277758707.0
2020-06,BC,39,214230885.0,54545785.0,Plastics,268776670.0
2020-06,SK,07,10801173.0,256114601.0,Vegetables,266915774.0
2020-06,ON,83,177250244.0,89539886.0,Miscellaneous metal articles,266790130.0
2020-06,SK,84,211527457.0,55170310.0,Machinery & mechanical appliances,266697767.0
2020-06,QC,73,111959141.0,154714641.0,Articles of iron & steel,266673782.0
2020-06,ON,32,203509975.0,61370826.0,Tanning & dye extracts,264880801.0
2020-06,QC,28,208628874.0,54835575.0,Inorganic chemicals,263464449.0
2020-06,AB,85,201955360.0,54408810.0,Electrical equipment,256364170.0
2020-06,MB,30,9011263.0,247129519.0,Pharmaceuticals,256140782.0
2020-06,ON,44,114614059.0,140998268.0,Wood & wood articles,255612327.0
2020-06,AB,29,59690832.0,190592986.0,Organic chemicals,250283818.0
2020-06,ZZ,85,0.0,246034719.0,Electrical equipment,246034719.0
2020-06,QC,71,135439894.0,105362005.0,Precious metals & stones,240801899.0
2020-06,NL,03,2094981.0,237859252.0,Fish & seafood,239954233.0
2020-06,QC,72,85201008.0,148384434.0,Iron & steel,233585442.0
2020-06,ON,26,161313735.0,71765956.0,"Ores, slag & ash",233079691.0
2020-06,MB,87,148744418.0,83914530.0,Vehicles,232658948.0
2020-06,BC,47,656765.0,231890390.0,Wood pulp,232547155.0
2020-06,ON,95,213168729.0,16816525.0,Toys & sports equipment,229985254.0
2020-06,ON,62,201445498.0,26578269.0,Woven apparel,228023767.0
2020-06,NL,26,0.0,226049739.0,"Ores, slag & ash",226049739.0
2020-06,AB,10,7015803.0,218883450.0,Cereals,225899253.0
2020-06,BC,73,184129507.0,35732063.0,Articles of iron & steel,219861570.0
2020-06,NB,03,19545850.0,190142102.0,Fish & seafood,209687952.0
2020-06,BC,28,184322149.0,23939699.0,Inorganic chemicals,208261848.0
2020-06,ON,20,153126491.0,50200768.0,Prepared vegetables,203327259.0
2020-06,ON,75,10660388.0,189394769.0,Nickel,200055157.0
2020-06,ON,70,171812603.0,27498392.0,Glass,199310995.0
2020-06,BC,94,154464174.0,40607883.0,Furniture,195072057.0
2020-06,ON,61,188143746.0,4320344.0,Knitted apparel,192464090.0
2020-06,BC,38,157888946.0,34466944.0,Misc chemical products,192355890.0
2020-06,ON,23,114285245.0,72462080.0,Food industry residues,186747325.0
2020-06,QC,40,113615529.0,71199587.0,Rubber,184815116.0
2020-06,BC,90,108664668.0,74158445.0,Optical & medical instruments,182823113.0
2020-06,ON,96,116478775.0,66109310.0,Miscellaneous manufactures,182588085.0
2020-06,QC,63,177654552.0,3858216.0,Other made-up textiles,181512768.0
2020-06,QC,02,18430774.0,162069381.0,Meat & offal,180500155.0
2020-06,BC,76,60158375.0,118808044.0,Aluminium,178966419.0
2020-06,QC,22,136308274.0,39324117.0,Beverages & spirits,175632391.0
2020-06,BC,08,159380866.0,15289139.0,Fruit & nuts,174670005.0
2020-06,BC,03,40715908.0,129087206.0,Fish & seafood,169803114.0
2020-06,QC,18,73157703.0,93137985.0,Cocoa & cocoa products,166295688.0
2020-06,ON,74,92875727.0,73325101.0,Copper,166200828.0
2020-06,AB,07,43462125.0,122383026.0,Vegetables,165845151.0
2020-06,ON,82,138019176.0,27048333.0,Tools & cutlery,165067509.0
2020-06,AB,44,11220534.0,150623482.0,Wood & wood articles,161844016.0
2020-06,ON,49,131486716.0,29662330.0,Printed books & media,161149046.0
2020-06,ON,68,85211008.0,73444134.0,Stone & cement articles,158655142.0
2020-06,QC,99,95080313.0,57786717.0,Confidential / low-value (CA),152867030.0
2020-06,ON,18,73061874.0,77898544.0,Cocoa & cocoa products,150960418.0
2020-06,BC,63,148525453.0,1281245.0,Other made-up textiles,149806698.0
2020-06,QC,38,76493587.0,70354533.0,Misc chemical products,146848120.0
2020-06,SK,15,2196328.0,134949245.0,Animal/veg fats & oils,137145573.0
2020-06,AB,12,2589850.0,133544418.0,Oil seeds,136134268.0
2020-06,QC,29,79096227.0,55966656.0,Organic chemicals,135062883.0
2020-06,MB,10,9620403.0,123835985.0,Cereals,133456388.0
2020-06,MB,02,9327693.0,122619023.0,Meat & offal,131946716.0
2020-06,ON,12,53916066.0,78009891.0,Oil seeds,131925957.0
2020-06,ZZ,88,0.0,128331881.0,Aircraft & spacecraft,128331881.0
2020-06,BC,07,73396691.0,54409301.0,Vegetables,127805992.0
2020-06,MB,85,109297096.0,17855306.0,Electrical equipment,127152402.0
2020-06,ON,09,103242047.0,23221413.0,"Coffee, tea & spices",126463460.0
2020-06,MB,39,87299316.0,37989823.0,Plastics,125289139.0
2020-06,AB,23,14521108.0,108010019.0,Food industry residues,122531127.0
2020-06,QC,03,33408981.0,88283572.0,Fish & seafood,121692553.0
2020-06,BC,61,117264354.0,1101474.0,Knitted apparel,118365828.0
2020-06,BC,48,74342187.0,43285270.0,Paper & paperboard,117627457.0
2020-06,NT,71,0.0,116736235.0,Precious metals & stones,116736235.0
2020-06,AB,47,3470.0,114759863.0,Wood pulp,114763333.0
2020-06,ZZ,28,0.0,112041953.0,Inorganic chemicals,112041953.0
2020-06,ON,25,31257874.0,79956700.0,"Salt, sulphur, stone, cement",111214574.0
2020-06,AB,87,71322050.0,37935813.0,Vehicles,109257863.0
2020-06,ON,10,51784294.0,56522562.0,Cereals,108306856.0
2020-06,BC,62,106721137.0,1444158.0,Woven apparel,108165295.0
2020-06,MB,27,28499920.0,76518466.0,Mineral fuels & oils,105018386.0
2020-06,QC,47,20209828.0,84567106.0,Wood pulp,104776934.0
2020-06,AB,15,4924833.0,98793284.0,Animal/veg fats & oils,103718117.0
2020-06,QC,17,42352057.0,60133165.0,Sugars,102485222.0
2020-06,QC,33,35020652.0,66916270.0,Cosmetics & perfumes,101936922.0
2020-06,ON,64,99573178.0,1055453.0,Footwear,100628631.0
2020-06,ON,16,84174822.0,14506605.0,Prepared meat & fish,98681427.0
2020-06,BC,72,71949825.0,25885142.0,Iron & steel,97834967.0
2020-06,ON,17,55500974.0,41815154.0,Sugars,97316128.0
2020-06,QC,62,88332462.0,8094521.0,Woven apparel,96426983.0
2020-06,MB,12,10458996.0,85337923.0,Oil seeds,95796919.0
2020-06,ZZ,90,0.0,94209392.0,Optical & medical instruments,94209392.0
2020-06,BC,21,44636141.0,48328913.0,Misc food preparations,92965054.0
2020-06,AB,73,69361122.0,20447317.0,Articles of iron & steel,89808439.0
2020-06,ON,15,58064213.0,29850401.0,Animal/veg fats & oils,87914614.0
2020-06,BC,95,77705993.0,9815896.0,Toys & sports equipment,87521889.0
2020-06,SK,87,73140052.0,11402736.0,Vehicles,84542788.0
2020-06,AB,90,59506346.0,25004474.0,Optical & medical instruments,84510820.0
2020-06,BC,22,75006303.0,9152057.0,Beverages & spirits,84158360.0
2020-06,MB,73,69651844.0,13459392.0,Articles of iron & steel,83111236.0
2020-06,ZZ,71,0.0,80854932.0,Precious metals & stones,80854932.0
2020-06,QC,21,18095934.0,61262708.0,Misc food preparations,79358642.0
2020-06,QC,12,8238037.0,70900072.0,Oil seeds,79138109.0
2020-06,AB,38,39201643.0,39056514.0,Misc chemical products,78258157.0
2020-06,NS,84,70604688.0,7579741.0,Machinery & mechanical appliances,78184429.0
2020-06,AB,01,8238749.0,69719048.0,Live animals,77957797.0
2020-06,AB,22,72505972.0,4842136.0,Beverages & spirits,77348108.0
2020-06,QC,95,50684633.0,26269188.0,Toys & sports equipment,76953821.0
2020-06,BC,19,44684214.0,31067187.0,Prepared cereals,75751401.0
2020-06,ON,35,65420681.0,10300137.0,Protein substances,75720818.0
2020-06,QC,19,28786612.0,45861371.0,Prepared cereals,74647983.0
2020-06,ON,42,72519044.0,1654497.0,Leather goods,74173541.0
2020-06,NS,40,12416530.0,61094495.0,Rubber,73511025.0
2020-06,QC,20,41631503.0,31835794.0,Prepared vegetables,73467297.0
2020-06,NB,44,7971078.0,63654805.0,Wood & wood articles,71625883.0
2020-06,QC,61,64380006.0,6430010.0,Knitted apparel,70810016.0
2020-06,ON,03,63525486.0,6683933.0,Fish & seafood,70209419.0
2020-06,QC,08,58721460.0,10866505.0,Fruit & nuts,69587965.0
2020-06,BC,20,53325932.0,14551406.0,Prepared vegetables,67877338.0
2020-06,NS,27,65549599.0,352492.0,Mineral fuels & oils,65902091.0
2020-06,QC,98,3368092.0,62265839.0,Special transactions (CA),65633931.0
2020-06,QC,32,22203672.0,43160806.0,Tanning & dye extracts,65364478.0
2020-06,BC,88,34726503.0,29633998.0,Aircraft & spacecraft,64360501.0
2020-06,SK,23,9645971.0,53915289.0,Food industry residues,63561260.0
2020-06,ON,56,49436190.0,12422517.0,Wadding & felt,61858707.0
2020-06,ON,04,32088462.0,29597947.0,Dairy products,61686409.0
2020-06,AB,08,59727248.0,107575.0,Fruit & nuts,59834823.0
2020-06,QC,83,33837889.0,25712122.0,Miscellaneous metal articles,59550011.0
2020-06,ON,47,24054412.0,35098919.0,Wood pulp,59153331.0
2020-06,AB,75,2345489.0,56464162.0,Nickel,58809651.0
2020-06,MB,38,58015920.0,408735.0,Misc chemical products,58424655.0
2020-06,MB,15,3985074.0,52147753.0,Animal/veg fats & oils,56132827.0
2020-06,QC,09,42568321.0,13504034.0,"Coffee, tea & spices",56072355.0
2020-06,ON,06,27202586.0,28758039.0,Live trees & plants,55960625.0
2020-06,NL,89,55183627.0,0.0,Ships & boats,55183627.0
2020-06,ON,24,42092347.0,12867790.0,Tobacco,54960137.0
2020-06,ON,86,49078093.0,5614761.0,Railway equipment,54692854.0
2020-06,SK,85,42670166.0,11275060.0,Electrical equipment,53945226.0
2020-06,ON,69,50475913.0,2570703.0,Ceramic products,53046616.0
2020-06,MB,94,34408895.0,18395948.0,Furniture,52804843.0
2020-06,AB,94,39814000.0,12050871.0,Furniture,51864871.0
2020-06,AB,28,11728049.0,39936438.0,Inorganic chemicals,51664487.0
2020-06,AB,88,22312628.0,29350491.0,Aircraft & spacecraft,51663119.0
2020-06,AB,76,12840177.0,38722333.0,Aluminium,51562510.0
2020-06,NS,99,44157377.0,6128979.0,Confidential / low-value (CA),50286356.0
2020-06,ON,59,30496767.0,19629873.0,Coated textiles,50126640.0
2020-06,SK,38,47700758.0,2025816.0,Misc chemical products,49726574.0
2020-06,QC,68,20693894.0,29007867.0,Stone & cement articles,49701761.0
2020-06,ZZ,98,0.0,48648079.0,Special transactions (CA),48648079.0
2020-06,ON,89,44731175.0,3856118.0,Ships & boats,48587293.0
2020-06,AB,20,14494222.0,33837480.0,Prepared vegetables,48331702.0
2020-06,NB,48,9404759.0,38568438.0,Paper & paperboard,47973197.0
2020-06,MB,23,24230557.0,23463492.0,Food industry residues,47694049.0
2020-06,ON,01,15198810.0,32387266.0,Live animals,47586076.0
2020-06,ON,81,23726303.0,23287115.0,Other base metals,47013418.0
2020-06,BC,40,42365926.0,4439331.0,Rubber,46805257.0
2020-06,MB,48,29669908.0,15959551.0,Paper & paperboard,45629459.0
2020-06,NB,87,39274778.0,6326077.0,Vehicles,45600855.0
2020-06,NB,84,34258800.0,11065723.0,Machinery & mechanical appliances,45324523.0
2020-06,MB,90,38958006.0,6029422.0,Optical & medical instruments,44987428.0
2020-06,ON,98,4122716.0,40782494.0,Special transactions (CA),44905210.0
2020-06,NB,47,2279457.0,42209430.0,Wood pulp,44488887.0
2020-06,BC,64,43872715.0,67179.0,Footwear,43939894.0
2020-06,QC,07,21576079.0,22217649.0,Vegetables,43793728.0
2020-06,BC,99,24289507.0,19329136.0,Confidential / low-value (CA),43618643.0
2020-06,MB,20,3921598.0,39667851.0,Prepared vegetables,43589449.0
2020-06,BC,23,24240185.0,19261725.0,Food industry residues,43501910.0
2020-06,QC,16,11230882.0,31855511.0,Prepared meat & fish,43086393.0
2020-06,ZZ,94,0.0,42785618.0,Furniture,42785618.0
2020-06,ZZ,73,0.0,42684550.0,Articles of iron & steel,42684550.0
2020-06,ZZ,39,0.0,42570558.0,Plastics,42570558.0
2020-06,QC,34,16447677.0,25888636.0,Soap & cleaning products,42336313.0
2020-06,QC,79,1309309.0,40965171.0,Zinc,42274480.0
2020-06,QC,49,19738894.0,22481827.0,Printed books & media,42220721.0
2020-06,QC,31,38953922.0,3211812.0,Fertilizers,42165734.0
2020-06,BC,79,149423.0,42015865.0,Zinc,42165288.0
2020-06,BC,68,32636132.0,8860057.0,Stone & cement articles,41496189.0
2020-06,ON,57,39480818.0,1564403.0,Carpets,41045221.0
2020-06,SK,39,33234468.0,7562882.0,Plastics,40797350.0
2020-06,QC,70,30041188.0,10648776.0,Glass,40689964.0
2020-06,ON,11,22432658.0,17658327.0,Milling products,40090985.0
2020-06,MB,88,12402787.0,27570846.0,Aircraft & spacecraft,39973633.0
2020-06,ON,31,28777480.0,10892913.0,Fertilizers,39670393.0
2020-06,ON,54,19706167.0,19723725.0,Man-made filaments,39429892.0
2020-06,BC,09,30316145.0,9080677.0,"Coffee, tea & spices",39396822.0
2020-06,QC,25,11606251.0,27468222.0,"Salt, sulphur, stone, cement",39074473.0
2020-06,AB,25,9920582.0,28465263.0,"Salt, sulphur, stone, cement",38385845.0
2020-06,PE,03,0.0,38229376.0,Fish & seafood,38229376.0
2020-06,BC,70,34714889.0,3475542.0,Glass,38190431.0
2020-06,QC,36,13074787.0,23827367.0,Explosives,36902154.0
2020-06,BC,25,14190179.0,22532315.0,"Salt, sulphur, stone, cement",36722494.0
2020-06,AB,99,11315612.0,25254596.0,Confidential / low-value (CA),36570208.0
2020-06,NB,16,1030806.0,35168246.0,Prepared meat & fish,36199052.0
2020-06,BC,02,21776338.0,13480488.0,Meat & offal,35256826.0
2020-06,MB,49,17515749.0,17602839.0,Printed books & media,35118588.0
2020-06,AB,31,11011424.0,23940688.0,Fertilizers,34952112.0
2020-06,QC,75,23375153.0,11337404.0,Nickel,34712557.0
2020-06,QC,82,21065785.0,12727788.0,Tools & cutlery,33793573.0
2020-06,SK,11,632777.0,33050817.0,Milling products,33683594.0
2020-06,ON,93,23147683.0,10382923.0,Arms & ammunition,33530606.0
2020-06,QC,04,21239662.0,12053436.0,Dairy products,33293098.0
2020-06,MB,31,24088974.0,7734678.0,Fertilizers,31823652.0
2020-06,BC,15,19921011.0,11804376.0,Animal/veg fats & oils,31725387.0
2020-06,MB,44,9448034.0,21770521.0,Wood & wood articles,31218555.0
2020-06,BC,83,27943792.0,3255254.0,Miscellaneous metal articles,31199046.0
2020-06,QC,23,13922266.0,17070200.0,Food industry residues,30992466.0
2020-06,BC,82,25544200.0,5389568.0,Tools & cutlery,30933768.0
2020-06,AB,40,29024182.0,1855746.0,Rubber,30879928.0
2020-06,BC,16,28791864.0,2082997.0,Prepared meat & fish,30874861.0
2020-06,AB,63,30583052.0,268244.0,Other made-up textiles,30851296.0
2020-06,PE,20,0.0,30625188.0,Prepared vegetables,30625188.0
2020-06,QC,42,27594777.0,2749627.0,Leather goods,30344404.0
2020-06,ON,91,29127194.0,785057.0,Clocks & watches,29912251.0
2020-06,MB,29,29355077.0,355802.0,Organic chemicals,29710879.0
2020-06,ZZ,33,0.0,29680492.0,Cosmetics & perfumes,29680492.0
2020-06,SK,44,4658684.0,24776342.0,Wood & wood articles,29435026.0
2020-06,SK,73,27893251.0,1153150.0,Articles of iron & steel,29046401.0
2020-06,BC,71,20029180.0,8464383.0,Precious metals & stones,28493563.0
2020-06,QC,64,25084958.0,3349310.0,Footwear,28434268.0
2020-06,AB,11,1413936.0,26881118.0,Milling products,28295054.0
2020-06,BC,42,27566762.0,455889.0,Leather goods,28022651.0
2020-06,ZZ,95,0.0,27667771.0,Toys & sports equipment,27667771.0
2020-06,NS,85,18364708.0,9079042.0,Electrical equipment,27443750.0
2020-06,SK,01,1035655.0,26260943.0,Live animals,27296598.0
2020-06,MB,40,25187982.0,1275496.0,Rubber,26463478.0
2020-06,QC,15,11156469.0,15035809.0,Animal/veg fats & oils,26192278.0
2020-06,QC,89,6540636.0,19208262.0,Ships & boats,25748898.0
2020-06,SK,88,25389633.0,0.0,Aircraft & spacecraft,25389633.0
2020-06,AB,48,12949849.0,12241279.0,Paper & paperboard,25191128.0
2020-06,BC,33,19326731.0,5676802.0,Cosmetics & perfumes,25003533.0
2020-06,BC,32,20956018.0,3980627.0,Tanning & dye extracts,24936645.0
2020-06,ZZ,40,0.0,24680161.0,Rubber,24680161.0
2020-06,MB,98,201881.0,24082477.0,Special transactions (CA),24284358.0
2020-06,QC,54,16847169.0,7314712.0,Man-made filaments,24161881.0
2020-06,NB,39,13837189.0,10191346.0,Plastics,24028535.0
2020-06,BC,10,19874765.0,3313435.0,Cereals,23188200.0
2020-06,NS,39,7276895.0,15643318.0,Plastics,22920213.0
2020-06,QC,96,12044200.0,10702942.0,Miscellaneous manufactures,22747142.0
2020-06,BC,29,19581827.0,3068060.0,Organic chemicals,22649887.0
2020-06,QC,81,15308606.0,7233232.0,Other base metals,22541838.0
2020-06,QC,10,8572941.0,13959589.0,Cereals,22532530.0
2020-06,NL,75,39900.0,22334972.0,Nickel,22374872.0
2020-06,MB,07,8172472.0,14127674.0,Vegetables,22300146.0
2020-06,SK,47,19253.0,22045930.0,Wood pulp,22065183.0
2020-06,AB,72,9676720.0,11839251.0,Iron & steel,21515971.0
2020-06,AB,86,21271341.0,206096.0,Railway equipment,21477437.0
2020-06,ON,65,20095081.0,1284786.0,Headgear,21379867.0
2020-06,ZZ,30,0.0,21249139.0,Pharmaceuticals,21249139.0
2020-06,BC,89,16336544.0,4760949.0,Ships & boats,21097493.0
2020-06,MB,86,17879380.0,2930222.0,Railway equipment,20809602.0
2020-06,QC,35,14718911.0,5785975.0,Protein substances,20504886.0
2020-06,BC,17,18612785.0,1283406.0,Sugars,19896191.0
2020-06,QC,56,14067501.0,5819708.0,Wadding & felt,19887209.0
2020-06,NU,71,0.0,19885090.0,Precious metals & stones,19885090.0
2020-06,NB,15,19497212.0,82942.0,Animal/veg fats & oils,19580154.0
2020-06,BC,06,8993578.0,10511320.0,Live trees & plants,19504898.0
2020-06,MB,01,2571885.0,16529830.0,Live animals,19101715.0
2020-06,MB,28,6825804.0,12146277.0,Inorganic chemicals,18972081.0
2020-06,AB,81,3053551.0,15654507.0,Other base metals,18708058.0
2020-06,AB,71,17128025.0,1483650.0,Precious metals & stones,18611675.0
2020-06,MB,72,10319798.0,8213553.0,Iron & steel,18533351.0
2020-06,ZZ,83,0.0,18250420.0,Miscellaneous metal articles,18250420.0
2020-06,ZZ,26,0.0,18093910.0,"Ores, slag & ash",18093910.0
2020-06,QC,59,7470028.0,10406795.0,Coated textiles,17876823.0
2020-06,ON,05,7401447.0,10450598.0,Other animal products,17852045.0
